1734457790.558685 server started (10575): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1734457790.558731 on Linux 6.8.0-49-generic #49-Ubuntu SMP PREEMPT_DYNAMIC Mon Nov  4 02:06:24 UTC 2024
1734457790.558748 using libevent 2.1.12-stable poll
1734457790.558756 using ncurses 6.4 20240113
1734457790.617038 cmd_parse_build_commands: send-keys -N "%%"
1734457790.617040 args_parse_flags: next -Np(repeat)
1734457790.617043 args_parse_flags: -N
1734457790.617045 args_parse_flag_argument: -p = (repeat)
1734457790.617048 args_parse_flags: next -I8
1734457790.617050 args_parse_flag_argument: -I = 8
1734457790.617053 args_parse: flags end at 3 of 4
1734457790.617056 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1734457790.617062 cmd_parse_build_commands: command-prompt -N -I 8 -p (repeat) { send-keys -N "%%" }
1734457790.617064 args_parse_flags: next -Tcopy-mode-vi
1734457790.617067 args_parse_flag_argument: -T = copy-mode-vi
1734457790.617069 args_parse_flags: next 8
1734457790.617072 args_parse: flags end at 2 of 4
1734457790.617074 args_parse: 2 = 8 (type STRING)
1734457790.617079 args_parse: 3 = command-prompt -N -I 8 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1734457790.617085 cmd_parse_build_commands: bind-key -T copy-mode-vi 8 { command-prompt -N -I 8 -p (repeat) { send-keys -N "%%" } }
1734457790.617089 cmdq_get_command: [bind-key/0x63dbd072f430] group 2176
1734457790.617091 cmdq_append <global>: [bind-key/0x63dbd072f430]
1734457790.617098 yylex_token: end at WS
1734457790.617100 yylex_token: bind
1734457790.617103 yylex_token: end at WS
1734457790.617105 yylex_token: -Tcopy-mode-vi
1734457790.617108 yylex_token: end at WS
1734457790.617110 yylex_token: 9
1734457790.617113 yylex_token: end at WS
1734457790.617115 yylex_token: command-prompt
1734457790.617118 yylex_token: end at WS
1734457790.617120 yylex_token: -Np(repeat)
1734457790.617123 yylex_token: end at WS
1734457790.617125 yylex_token: -I9
1734457790.617127 yylex_token: end at WS
1734457790.617130 yylex_token: send
1734457790.617132 yylex_token: end at WS
1734457790.617134 yylex_token: -N
1734457790.617137 yylex_token: end at WS
1734457790.617139 yylex_token: %%
1734457790.617143 cmd_parse_build_commands 0:0: bind
1734457790.617145 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1734457790.617148 cmd_parse_build_commands 0:2: 9
1734457790.617151 cmd_parse_build_commands 0:3 0:0: command-prompt
1734457790.617156 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1734457790.617159 cmd_parse_build_commands 0:3 0:2: -I9
1734457790.617176 cmd_parse_build_commands 0:3 0:3 0:0: send
1734457790.617178 cmd_parse_build_commands 0:3 0:3 0:1: -N
1734457790.617181 cmd_parse_build_commands 0:3 0:3 0:2: %%
1734457790.617196 cmd_parse_build_commands 0:0: command-prompt
1734457790.617199 cmd_parse_build_commands 0:1: -Np(repeat)
1734457790.617202 cmd_parse_build_commands 0:2: -I9
1734457790.617204 cmd_parse_build_commands 0:3 0:0: send
1734457790.617220 cmd_parse_build_commands 0:3 0:1: -N
1734457790.617223 cmd_parse_build_commands 0:3 0:2: %%
1734457790.617226 cmd_parse_build_commands 0:0: send
1734457790.617228 cmd_parse_build_commands 0:1: -N
1734457790.617231 cmd_parse_build_commands 0:2: %%
1734457790.617234 args_parse_flags: next -N
1734457790.617237 args_parse_flag_argument: -N = %%
1734457790.617258 args_parse: flags end at 3 of 3
1734457790.617264 cmd_parse_build_commands: send-keys -N "%%"
1734457790.617267 args_parse_flags: next -Np(repeat)
1734457790.617282 args_parse_flags: -N
1734457790.617285 args_parse_flag_argument: -p = (repeat)
1734457790.617287 args_parse_flags: next -I9
1734457790.617290 args_parse_flag_argument: -I = 9
1734457790.617292 args_parse: flags end at 3 of 4
1734457790.617308 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1734457790.617313 cmd_parse_build_commands: command-prompt -N -I 9 -p (repeat) { send-keys -N "%%" }
1734457790.617316 args_parse_flags: next -Tcopy-mode-vi
1734457790.617318 args_parse_flag_argument: -T = copy-mode-vi
1734457790.617320 args_parse_flags: next 9
1734457790.617323 args_parse: flags end at 2 of 4
1734457790.617325 args_parse: 2 = 9 (type STRING)
1734457790.617330 args_parse: 3 = command-prompt -N -I 9 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1734457790.617336 cmd_parse_build_commands: bind-key -T copy-mode-vi 9 { command-prompt -N -I 9 -p (repeat) { send-keys -N "%%" } }
1734457790.617339 cmdq_get_command: [bind-key/0x63dbd072f8d0] group 2188
1734457790.617342 cmdq_append <global>: [bind-key/0x63dbd072f8d0]
1734457790.617345 yylex_token: end at WS
1734457790.617348 yylex_token: bind
1734457790.617350 yylex_token: end at WS
1734457790.617353 yylex_token: -Tcopy-mode-vi
1734457790.617355 yylex_token: end at WS
1734457790.617357 yylex_token: :
1734457790.617360 yylex_token: end at WS
1734457790.617362 yylex_token: command-prompt
1734457790.617365 yylex_token: end at WS
1734457790.617367 yylex_token: -p(goto line)
1734457790.617370 yylex_token: end at WS
1734457790.617372 yylex_token: send
1734457790.617374 yylex_token: end at WS
1734457790.617377 yylex_token: -X
1734457790.617379 yylex_token: end at WS
1734457790.617381 yylex_token: goto-line
1734457790.617384 yylex_token: end at WS
1734457790.617386 yylex_token: %%
1734457790.617390 cmd_parse_build_commands 0:0: bind
1734457790.617392 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1734457790.617395 cmd_parse_build_commands 0:2: :
1734457790.617397 cmd_parse_build_commands 0:3 0:0: command-prompt
1734457790.617400 cmd_parse_build_commands 0:3 0:1: -p(goto line)
1734457790.617402 cmd_parse_build_commands 0:3 0:2 0:0: send
1734457790.617405 cmd_parse_build_commands 0:3 0:2 0:1: -X
1734457790.617407 cmd_parse_build_commands 0:3 0:2 0:2: goto-line
1734457790.617410 cmd_parse_build_commands 0:3 0:2 0:3: %%
1734457790.617413 cmd_parse_build_commands 0:0: command-prompt
1734457790.617415 cmd_parse_build_commands 0:1: -p(goto line)
1734457790.617418 cmd_parse_build_commands 0:2 0:0: send
1734457790.617420 cmd_parse_build_commands 0:2 0:1: -X
1734457790.617423 cmd_parse_build_commands 0:2 0:2: goto-line
1734457790.617425 cmd_parse_build_commands 0:2 0:3: %%
1734457790.617428 cmd_parse_build_commands 0:0: send
1734457790.617430 cmd_parse_build_commands 0:1: -X
1734457790.617432 cmd_parse_build_commands 0:2: goto-line
1734457790.617435 cmd_parse_build_commands 0:3: %%
1734457790.617439 args_parse_flags: next -X
1734457790.617441 args_parse_flags: -X
1734457790.617443 args_parse_flags: next goto-line
1734457790.617446 args_parse: flags end at 2 of 4
1734457790.617451 args_parse: 2 = goto-line (type STRING)
1734457790.617454 args_parse: 3 = %% (type STRING)
1734457790.617459 cmd_parse_build_commands: send-keys -X goto-line "%%"
1734457790.617461 args_parse_flags: next -p(goto line)
1734457790.617464 args_parse_flag_argument: -p = (goto line)
1734457790.617466 args_parse: flags end at 2 of 3
1734457790.617470 args_parse: 2 = send-keys -X goto-line "%%" (type COMMANDS)
1734457790.617475 cmd_parse_build_commands: command-prompt -p "(goto line)" { send-keys -X goto-line "%%" }
1734457790.617477 args_parse_flags: next -Tcopy-mode-vi
1734457790.617480 args_parse_flag_argument: -T = copy-mode-vi
1734457790.617482 args_parse_flags: next :
1734457790.617485 args_parse: flags end at 2 of 4
1734457790.617487 args_parse: 2 = : (type STRING)
1734457790.617492 args_parse: 3 = command-prompt -p "(goto line)" { send-keys -X goto-line "%%" } (type COMMANDS)
1734457790.617498 cmd_parse_build_commands: bind-key -T copy-mode-vi : { command-prompt -p "(goto line)" { send-keys -X goto-line "%%" } }
1734457790.617501 cmdq_get_command: [bind-key/0x63dbd072e120] group 2200
1734457790.617504 cmdq_append <global>: [bind-key/0x63dbd072e120]
1734457790.617507 yylex_token: end at WS
1734457790.617510 yylex_token: bind
1734457790.617512 yylex_token: end at WS
1734457790.617515 yylex_token: -Tcopy-mode-vi
1734457790.617517 yylex_token: end at WS
1734457790.617519 yylex_token: ;
1734457790.617522 yylex_token: end at WS
1734457790.617524 yylex_token: send
1734457790.617527 yylex_token: end at WS
1734457790.617529 yylex_token: -X
1734457790.617531 yylex_token: end at WS
1734457790.617534 yylex_token: jump-again
1734457790.617537 cmd_parse_build_commands 0:0: bind
1734457790.617539 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1734457790.617542 cmd_parse_build_commands 0:2: ;
1734457790.617544 cmd_parse_build_commands 0:3 0:0: send
1734457790.617547 cmd_parse_build_commands 0:3 0:1: -X
1734457790.617549 cmd_parse_build_commands 0:3 0:2: jump-again
1734457790.617552 cmd_parse_build_commands 0:0: send
1734457790.617555 cmd_parse_build_commands 0:1: -X
1734457790.617557 cmd_parse_build_commands 0:2: jump-again
1734457790.617560 args_parse_flags: next -X
1734457790.617563 args_parse_flags: -X
1734457790.617565 args_parse_flags: next jump-again
1734457790.617567 args_parse: flags end at 2 of 3
1734457790.617570 args_parse: 2 = jump-again (type STRING)
1734457790.617574 cmd_parse_build_commands: send-keys -X jump-again
1734457790.617576 args_parse_flags: next -Tcopy-mode-vi
1734457790.617579 args_parse_flag_argument: -T = copy-mode-vi
1734457790.617581 args_parse_flags: next ;
1734457790.617584 args_parse: flags end at 2 of 4
1734457790.617586 args_parse: 2 = ; (type STRING)
1734457790.617589 args_parse: 3 = send-keys -X jump-again (type COMMANDS)
1734457790.617594 cmd_parse_build_commands: bind-key -T copy-mode-vi \\; { send-keys -X jump-again }
1734457790.617598 cmdq_get_command: [bind-key/0x63dbd072f040] group 2212
1734457790.617600 cmdq_append <global>: [bind-key/0x63dbd072f040]
1734457790.617603 yylex_token: end at WS
1734457790.617605 yylex_token: bind
1734457790.617608 yylex_token: end at WS
1734457790.617610 yylex_token: -Tcopy-mode-vi
1734457790.617613 yylex_token: end at WS
1734457790.617615 yylex_token: ?
1734457790.617618 yylex_token: end at WS
1734457790.617620 yylex_token: command-prompt
1734457790.617622 yylex_token: end at WS
1734457790.617625 yylex_token: -T
1734457790.617627 yylex_token: end at WS
1734457790.617629 yylex_token: search
1734457790.617632 yylex_token: end at WS
1734457790.617634 yylex_token: -p(search up)
1734457790.617637 yylex_token: end at WS
1734457790.617639 yylex_token: send
1734457790.617641 yylex_token: end at WS
1734457790.617644 yylex_token: -X
1734457790.617646 yylex_token: end at WS
1734457790.617648 yylex_token: search-backward
1734457790.617651 yylex_token: end at WS
1734457790.617653 yylex_token: %%
1734457790.617656 cmd_parse_build_commands 0:0: bind
1734457790.617659 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1734457790.617661 cmd_parse_build_commands 0:2: ?
1734457790.617667 cmd_parse_build_commands 0:3 0:0: command-prompt
1734457790.617669 cmd_parse_build_commands 0:3 0:1: -T
1734457790.617672 cmd_parse_build_commands 0:3 0:2: search
1734457790.617674 cmd_parse_build_commands 0:3 0:3: -p(search up)
1734457790.617677 cmd_parse_build_commands 0:3 0:4 0:0: send
1734457790.617679 cmd_parse_build_commands 0:3 0:4 0:1: -X
1734457790.617682 cmd_parse_build_commands 0:3 0:4 0:2: search-backward
1734457790.617684 cmd_parse_build_commands 0:3 0:4 0:3: %%
1734457790.617687 cmd_parse_build_commands 0:0: command-prompt
1734457790.617690 cmd_parse_build_commands 0:1: -T
1734457790.617692 cmd_parse_build_commands 0:2: search
1734457790.617694 cmd_parse_build_commands 0:3: -p(search up)
1734457790.617697 cmd_parse_build_commands 0:4 0:0: send
1734457790.617699 cmd_parse_build_commands 0:4 0:1: -X
1734457790.617702 cmd_parse_build_commands 0:4 0:2: search-backward
1734457790.617704 cmd_parse_build_commands 0:4 0:3: %%
1734457790.617707 cmd_parse_build_commands 0:0: send
1734457790.617709 cmd_parse_build_commands 0:1: -X
1734457790.617714 cmd_parse_build_commands 0:2: search-backward
1734457790.617717 cmd_parse_build_commands 0:3: %%
1734457790.617721 args_parse_flags: next -X
1734457790.617723 args_parse_flags: -X
1734457790.617725 args_parse_flags: next search-backward
1734457790.617728 args_parse: flags end at 2 of 4
1734457790.617730 args_parse: 2 = search-backward (type STRING)
1734457790.617733 args_parse: 3 = %% (type STRING)
1734457790.617737 cmd_parse_build_commands: send-keys -X search-backward "%%"
1734457790.617739 args_parse_flags: next -T
1734457790.617742 args_parse_flag_argument: -T = search
1734457790.617744 args_parse_flags: next -p(search up)
1734457790.617746 args_parse_flag_argument: -p = (search up)
1734457790.617749 args_parse: flags end at 4 of 5
1734457790.617754 args_parse: 4 = send-keys -X search-backward "%%" (type COMMANDS)
1734457790.617760 cmd_parse_build_commands: command-prompt -T search -p "(search up)" { send-keys -X search-backward "%%" }
1734457790.617762 args_parse_flags: next -Tcopy-mode-vi
1734457790.617765 args_parse_flag_argument: -T = copy-mode-vi
1734457790.617767 args_parse_flags: next ?
1734457790.617770 args_parse: flags end at 2 of 4
1734457790.617772 args_parse: 2 = ? (type STRING)
1734457790.617778 args_parse: 3 = command-prompt -T search -p "(search up)" { send-keys -X search-backward "%%" } (type COMMANDS)
1734457790.617785 cmd_parse_build_commands: bind-key -T copy-mode-vi ? { command-prompt -T search -p "(search up)" { send-keys -X search-backward "%%" } }
1734457790.617788 cmdq_get_command: [bind-key/0x63dbd0731570] group 2220
1734457790.617791 cmdq_append <global>: [bind-key/0x63dbd0731570]
1734457790.617799 yylex_token: end at WS
1734457790.617801 yylex_token: bind
1734457790.617804 yylex_token: end at WS
1734457790.617806 yylex_token: -Tcopy-mode-vi
1734457790.617808 yylex_token: end at WS
1734457790.617811 yylex_token: A
1734457790.617813 yylex_token: end at WS
1734457790.617815 yylex_token: send
1734457790.617818 yylex_token: end at WS
1734457790.617820 yylex_token: -X
1734457790.617823 yylex_token: end at WS
1734457790.617825 yylex_token: append-selection-and-cancel
1734457790.617829 cmd_parse_build_commands 0:0: bind
1734457790.617831 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1734457790.617834 cmd_parse_build_commands 0:2: A
1734457790.617836 cmd_parse_build_commands 0:3 0:0: send
1734457790.617839 cmd_parse_build_commands 0:3 0:1: -X
1734457790.617841 cmd_parse_build_commands 0:3 0:2: append-selection-and-cancel
1734457790.617844 cmd_parse_build_commands 0:0: send
1734457790.617846 cmd_parse_build_commands 0:1: -X
1734457790.617849 cmd_parse_build_commands 0:2: append-selection-and-cancel
1734457790.617852 args_parse_flags: next -X
1734457790.617855 args_parse_flags: -X
1734457790.617857 args_parse_flags: next append-selection-and-cancel
1734457790.617860 args_parse: flags end at 2 of 3
1734457790.617862 args_parse: 2 = append-selection-and-cancel (type STRING)
1734457790.617866 cmd_parse_build_commands: send-keys -X append-selection-and-cancel
1734457790.617872 args_parse_flags: next -Tcopy-mode-vi
1734457790.617874 args_parse_flag_argument: -T = copy-mode-vi
1734457790.617877 args_parse_flags: next A
1734457790.617879 args_parse: flags end at 2 of 4
1734457790.617882 args_parse: 2 = A (type STRING)
1734457790.617885 args_parse: 3 = send-keys -X append-selection-and-cancel (type COMMANDS)
1734457790.617891 cmd_parse_build_commands: bind-key -T copy-mode-vi A { send-keys -X append-selection-and-cancel }
1734457790.617894 cmdq_get_command: [bind-key/0x63dbd0730560] group 2232
1734457790.617896 cmdq_append <global>: [bind-key/0x63dbd0730560]
1734457790.617900 yylex_token: end at WS
1734457790.617902 yylex_token: bind
1734457790.617905 yylex_token: end at WS
1734457790.617922 yylex_token: -Tcopy-mode-vi
1734457790.617924 yylex_token: end at WS
1734457790.617926 yylex_token: B
1734457790.617929 yylex_token: end at WS
1734457790.617931 yylex_token: send
1734457790.617934 yylex_token: end at WS
1734457790.617936 yylex_token: -X
1734457790.617939 yylex_token: end at WS
1734457790.617941 yylex_token: previous-space
1734457790.617945 cmd_parse_build_commands 0:0: bind
1734457790.617960 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1734457790.617962 cmd_parse_build_commands 0:2: B
1734457790.617965 cmd_parse_build_commands 0:3 0:0: send
1734457790.617967 cmd_parse_build_commands 0:3 0:1: -X
1734457790.617970 cmd_parse_build_commands 0:3 0:2: previous-space
1734457790.617973 cmd_parse_build_commands 0:0: send
1734457790.617975 cmd_parse_build_commands 0:1: -X
1734457790.617977 cmd_parse_build_commands 0:2: previous-space
1734457790.617981 args_parse_flags: next -X
1734457790.617983 args_parse_flags: -X
1734457790.617986 args_parse_flags: next previous-space
1734457790.617988 args_parse: flags end at 2 of 3
1734457790.617991 args_parse: 2 = previous-space (type STRING)
1734457790.617995 cmd_parse_build_commands: send-keys -X previous-space
1734457790.617997 args_parse_flags: next -Tcopy-mode-vi
1734457790.618000 args_parse_flag_argument: -T = copy-mode-vi
1734457790.618002 args_parse_flags: next B
1734457790.618005 args_parse: flags end at 2 of 4
1734457790.618007 args_parse: 2 = B (type STRING)
1734457790.618011 args_parse: 3 = send-keys -X previous-space (type COMMANDS)
1734457790.618016 cmd_parse_build_commands: bind-key -T copy-mode-vi B { send-keys -X previous-space }
1734457790.618019 cmdq_get_command: [bind-key/0x63dbd0730d80] group 2240
1734457790.618021 cmdq_append <global>: [bind-key/0x63dbd0730d80]
1734457790.618024 yylex_token: end at WS
1734457790.618027 yylex_token: bind
1734457790.618029 yylex_token: end at WS
1734457790.618032 yylex_token: -Tcopy-mode-vi
1734457790.618034 yylex_token: end at WS
1734457790.618037 yylex_token: D
1734457790.618039 yylex_token: end at WS
1734457790.618041 yylex_token: send
1734457790.618044 yylex_token: end at WS
1734457790.618046 yylex_token: -X
1734457790.618049 yylex_token: end at WS
1734457790.618051 yylex_token: copy-pipe-end-of-line-and-cancel
1734457790.618055 cmd_parse_build_commands 0:0: bind
1734457790.618057 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1734457790.618060 cmd_parse_build_commands 0:2: D
1734457790.618062 cmd_parse_build_commands 0:3 0:0: send
1734457790.618065 cmd_parse_build_commands 0:3 0:1: -X
1734457790.618067 cmd_parse_build_commands 0:3 0:2: copy-pipe-end-of-line-and-cancel
1734457790.618070 cmd_parse_build_commands 0:0: send
1734457790.618073 cmd_parse_build_commands 0:1: -X
1734457790.618075 cmd_parse_build_commands 0:2: copy-pipe-end-of-line-and-cancel
1734457790.618079 args_parse_flags: next -X
1734457790.618081 args_parse_flags: -X
1734457790.618084 args_parse_flags: next copy-pipe-end-of-line-and-cancel
1734457790.618086 args_parse: flags end at 2 of 3
1734457790.618089 args_parse: 2 = copy-pipe-end-of-line-and-cancel (type STRING)
1734457790.618093 cmd_parse_build_commands: send-keys -X copy-pipe-end-of-line-and-cancel
1734457790.618096 args_parse_flags: next -Tcopy-mode-vi
1734457790.618098 args_parse_flag_argument: -T = copy-mode-vi
1734457790.618101 args_parse_flags: next D
1734457790.618125 args_parse: flags end at 2 of 4
1734457790.618127 args_parse: 2 = D (type STRING)
1734457790.618131 args_parse: 3 = send-keys -X copy-pipe-end-of-line-and-cancel (type COMMANDS)
1734457790.618137 cmd_parse_build_commands: bind-key -T copy-mode-vi D { send-keys -X copy-pipe-end-of-line-and-cancel }
1734457790.618141 cmdq_get_command: [bind-key/0x63dbd07319b0] group 2248
1734457790.618143 cmdq_append <global>: [bind-key/0x63dbd07319b0]
1734457790.618146 yylex_token: end at WS
1734457790.618148 yylex_token: bind
1734457790.618151 yylex_token: end at WS
1734457790.618153 yylex_token: -Tcopy-mode-vi
1734457790.618156 yylex_token: end at WS
1734457790.618158 yylex_token: E
1734457790.618160 yylex_token: end at WS
1734457790.618162 yylex_token: send
1734457790.618165 yylex_token: end at WS
1734457790.618167 yylex_token: -X
1734457790.618170 yylex_token: end at WS
1734457790.618172 yylex_token: next-space-end
1734457790.618175 cmd_parse_build_commands 0:0: bind
1734457790.618178 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1734457790.618180 cmd_parse_build_commands 0:2: E
1734457790.618183 cmd_parse_build_commands 0:3 0:0: send
1734457790.618185 cmd_parse_build_commands 0:3 0:1: -X
1734457790.618188 cmd_parse_build_commands 0:3 0:2: next-space-end
1734457790.618190 cmd_parse_build_commands 0:0: send
1734457790.618193 cmd_parse_build_commands 0:1: -X
1734457790.618195 cmd_parse_build_commands 0:2: next-space-end
1734457790.618199 args_parse_flags: next -X
1734457790.618201 args_parse_flags: -X
1734457790.618203 args_parse_flags: next next-space-end
1734457790.618206 args_parse: flags end at 2 of 3
1734457790.618208 args_parse: 2 = next-space-end (type STRING)
1734457790.618212 cmd_parse_build_commands: send-keys -X next-space-end
1734457790.618215 args_parse_flags: next -Tcopy-mode-vi
1734457790.618217 args_parse_flag_argument: -T = copy-mode-vi
1734457790.618219 args_parse_flags: next E
1734457790.618222 args_parse: flags end at 2 of 4
1734457790.618224 args_parse: 2 = E (type STRING)
1734457790.618228 args_parse: 3 = send-keys -X next-space-end (type COMMANDS)
1734457790.618233 cmd_parse_build_commands: bind-key -T copy-mode-vi E { send-keys -X next-space-end }
1734457790.618236 cmdq_get_command: [bind-key/0x63dbd0731e20] group 2256
1734457790.618239 cmdq_append <global>: [bind-key/0x63dbd0731e20]
1734457790.618241 yylex_token: end at WS
1734457790.618244 yylex_token: bind
1734457790.618246 yylex_token: end at WS
1734457790.618249 yylex_token: -Tcopy-mode-vi
1734457790.618251 yylex_token: end at WS
1734457790.618256 yylex_token: F
1734457790.618259 yylex_token: end at WS
1734457790.618261 yylex_token: command-prompt
1734457790.618264 yylex_token: end at WS
1734457790.618266 yylex_token: -1p(jump backward)
1734457790.618286 yylex_token: end at WS
1734457790.618288 yylex_token: send
1734457790.618292 yylex_token: end at WS
1734457790.618294 yylex_token: -X
1734457790.618297 yylex_token: end at WS
1734457790.618312 yylex_token: jump-backward
1734457790.618314 yylex_token: end at WS
1734457790.618316 yylex_token: %%
1734457790.618333 cmd_parse_build_commands 0:0: bind
1734457790.618336 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1734457790.618338 cmd_parse_build_commands 0:2: F
1734457790.618341 cmd_parse_build_commands 0:3 0:0: command-prompt
1734457790.618358 cmd_parse_build_commands 0:3 0:1: -1p(jump backward)
1734457790.618360 cmd_parse_build_commands 0:3 0:2 0:0: send
1734457790.618363 cmd_parse_build_commands 0:3 0:2 0:1: -X
1734457790.618366 cmd_parse_build_commands 0:3 0:2 0:2: jump-backward
1734457790.618381 cmd_parse_build_commands 0:3 0:2 0:3: %%
1734457790.618384 cmd_parse_build_commands 0:0: command-prompt
1734457790.618387 cmd_parse_build_commands 0:1: -1p(jump backward)
1734457790.618389 cmd_parse_build_commands 0:2 0:0: send
1734457790.618392 cmd_parse_build_commands 0:2 0:1: -X
1734457790.618395 cmd_parse_build_commands 0:2 0:2: jump-backward
1734457790.618397 cmd_parse_build_commands 0:2 0:3: %%
1734457790.618400 cmd_parse_build_commands 0:0: send
1734457790.618403 cmd_parse_build_commands 0:1: -X
1734457790.618408 cmd_parse_build_commands 0:2: jump-backward
1734457790.618411 cmd_parse_build_commands 0:3: %%
1734457790.618414 args_parse_flags: next -X
1734457790.618417 args_parse_flags: -X
1734457790.618419 args_parse_flags: next jump-backward
1734457790.618422 args_parse: flags end at 2 of 4
1734457790.618425 args_parse: 2 = jump-backward (type STRING)
1734457790.618427 args_parse: 3 = %% (type STRING)
1734457790.618432 cmd_parse_build_commands: send-keys -X jump-backward "%%"
1734457790.618435 args_parse_flags: next -1p(jump backward)
1734457790.618438 args_parse_flags: -1
1734457790.618440 args_parse_flag_argument: -p = (jump backward)
1734457790.618443 args_parse: flags end at 2 of 3
1734457790.618447 args_parse: 2 = send-keys -X jump-backward "%%" (type COMMANDS)
1734457790.618453 cmd_parse_build_commands: command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward "%%" }
1734457790.618455 args_parse_flags: next -Tcopy-mode-vi
1734457790.618458 args_parse_flag_argument: -T = copy-mode-vi
1734457790.618460 args_parse_flags: next F
1734457790.618463 args_parse: flags end at 2 of 4
1734457790.618466 args_parse: 2 = F (type STRING)
1734457790.618471 args_parse: 3 = command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward "%%" } (type COMMANDS)
1734457790.618479 cmd_parse_build_commands: bind-key -T copy-mode-vi F { command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward "%%" } }
1734457790.618482 cmdq_get_command: [bind-key/0x63dbd0732380] group 2264
1734457790.618485 cmdq_append <global>: [bind-key/0x63dbd0732380]
1734457790.618491 yylex_token: end at WS
1734457790.618494 yylex_token: bind
1734457790.618496 yylex_token: end at WS
1734457790.618499 yylex_token: -Tcopy-mode-vi
1734457790.618501 yylex_token: end at WS
1734457790.618503 yylex_token: G
1734457790.618506 yylex_token: end at WS
1734457790.618508 yylex_token: send
1734457790.618511 yylex_token: end at WS
1734457790.618513 yylex_token: -X
1734457790.618516 yylex_token: end at WS
1734457790.618518 yylex_token: history-bottom
1734457790.618521 cmd_parse_build_commands 0:0: bind
1734457790.618524 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1734457790.618526 cmd_parse_build_commands 0:2: G
1734457790.618529 cmd_parse_build_commands 0:3 0:0: send
1734457790.618532 cmd_parse_build_commands 0:3 0:1: -X
1734457790.618534 cmd_parse_build_commands 0:3 0:2: history-bottom
1734457790.618550 cmd_parse_build_commands 0:0: send
1734457790.618552 cmd_parse_build_commands 0:1: -X
1734457790.618555 cmd_parse_build_commands 0:2: history-bottom
1734457790.618558 args_parse_flags: next -X
1734457790.618560 args_parse_flags: -X
1734457790.618563 args_parse_flags: next history-bottom
1734457790.618565 args_parse: flags end at 2 of 3
1734457790.618568 args_parse: 2 = history-bottom (type STRING)
1734457790.618571 cmd_parse_build_commands: send-keys -X history-bottom
1734457790.618574 args_parse_flags: next -Tcopy-mode-vi
1734457790.618577 args_parse_flag_argument: -T = copy-mode-vi
1734457790.618579 args_parse_flags: next G
1734457790.618581 args_parse: flags end at 2 of 4
1734457790.618584 args_parse: 2 = G (type STRING)
1734457790.618587 args_parse: 3 = send-keys -X history-bottom (type COMMANDS)
1734457790.618592 cmd_parse_build_commands: bind-key -T copy-mode-vi G { send-keys -X history-bottom }
1734457790.618596 cmdq_get_command: [bind-key/0x63dbd0731b00] group 2276
1734457790.618598 cmdq_append <global>: [bind-key/0x63dbd0731b00]
1734457790.618601 yylex_token: end at WS
1734457790.618603 yylex_token: bind
1734457790.618606 yylex_token: end at WS
1734457790.618608 yylex_token: -Tcopy-mode-vi
1734457790.618611 yylex_token: end at WS
1734457790.618613 yylex_token: H
1734457790.618615 yylex_token: end at WS
1734457790.618618 yylex_token: send
1734457790.618620 yylex_token: end at WS
1734457790.618622 yylex_token: -X
1734457790.618625 yylex_token: end at WS
1734457790.618627 yylex_token: top-line
1734457790.618645 cmd_parse_build_commands 0:0: bind
1734457790.618647 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1734457790.618653 cmd_parse_build_commands 0:2: H
1734457790.618656 cmd_parse_build_commands 0:3 0:0: send
1734457790.618658 cmd_parse_build_commands 0:3 0:1: -X
1734457790.618661 cmd_parse_build_commands 0:3 0:2: top-line
1734457790.618664 cmd_parse_build_commands 0:0: send
1734457790.618679 cmd_parse_build_commands 0:1: -X
1734457790.618681 cmd_parse_build_commands 0:2: top-line
1734457790.618685 args_parse_flags: next -X
1734457790.618687 args_parse_flags: -X
1734457790.618689 args_parse_flags: next top-line
1734457790.618692 args_parse: flags end at 2 of 3
1734457790.618694 args_parse: 2 = top-line (type STRING)
1734457790.618698 cmd_parse_build_commands: send-keys -X top-line
1734457790.618701 args_parse_flags: next -Tcopy-mode-vi
1734457790.618703 args_parse_flag_argument: -T = copy-mode-vi
1734457790.618706 args_parse_flags: next H
1734457790.618708 args_parse: flags end at 2 of 4
1734457790.618711 args_parse: 2 = H (type STRING)
1734457790.618714 args_parse: 3 = send-keys -X top-line (type COMMANDS)
